"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.7599391165603e-107,0.977743467795493,0.808,0.691,3.37732316467922e-103,"7","GMNN"
2.01632931149398e-107,0.400086846326789,0.999,0.998,3.86933594875694e-103,"7","SUB1"
2.45310889969828e-107,1.36200073998338,0.662,0.446,4.70751597852101e-103,"7","MSI2"
8.0065329145776e-107,0.527658360219292,0.995,0.988,1.53645366630744e-102,"7","SRSF2"
8.25146887942454e-107,0.771527543130872,0.908,0.836,1.58345687796157e-102,"7","USP1"
1.24822425278681e-106,0.621002674896881,0.965,0.952,2.39534234109789e-102,"7","EIF5"
1.53672963992153e-106,1.10276351347344,0.781,0.603,2.94898417900942e-102,"7","KIAA0125"
6.26916167758071e-106,1.84369657907478,0.37,0.146,1.20305212592774e-101,"7","CCNE1"
1.76175223580521e-105,0.81099793926839,0.883,0.801,3.3808025405102e-101,"7","MEA1"
2.60740013977278e-105,0.604186488517946,0.947,0.939,5.00360086822396e-101,"7","SNRPD3"
1.07229683707436e-104,0.520146261472898,0.985,0.971,2.05773763034569e-100,"7","YWHAB"
1.8683130899719e-104,0.593904143014304,0.96,0.944,3.58529281965607e-100,"7","SAP18"
5.81338854592233e-104,0.98487254445232,0.803,0.683,1.1155892619625e-99,"7","SCCPDH"
1.16664940002731e-103,0.473097459939331,0.994,0.993,2.23880019865241e-99,"7","SRSF3"
2.75108799821773e-103,1.27937395791988,0.691,0.449,5.27933786857982e-99,"7","GFI1B"
3.76034438786108e-103,0.867068095321752,0.864,0.745,7.2161008803054e-99,"7","CMAS"
7.16770399100872e-103,0.691908346639875,0.911,0.873,1.37548239587457e-98,"7","MPC2"
1.031339120852e-102,0.954902649214975,0.823,0.705,1.979139772915e-98,"7","SMC3"
1.64284648992242e-102,0.825263160512426,0.87,0.815,3.15262241416112e-98,"7","PSMG1"
7.52536597306791e-102,0.48980774667131,0.99,0.98,1.44411773023173e-97,"7","SUMO1"
4.43292331706977e-101,0.666244741389666,0.941,0.856,8.5067798454569e-97,"7","SVIP"
4.65810429166224e-101,0.475145267395798,0.988,0.988,8.93890213569983e-97,"7","NDUFA11"
9.79212730665714e-101,0.743185509790554,0.903,0.843,1.8791092301475e-96,"7","TMEM14C"
1.66226633344089e-100,0.566346696849864,0.966,0.965,3.18988909387307e-96,"7","NDUFAB1"
2.63820630601429e-100,0.505106563280104,0.988,0.983,5.06271790124141e-96,"7","PEBP1"
4.16417052093613e-100,0.614450749423412,0.952,0.921,7.99104322967644e-96,"7","CYC1"
2.00520181093391e-99,0.858058945085928,0.833,0.736,3.84798227518217e-95,"7","SAC3D1"
2.22297449569756e-99,0.730209866188264,0.905,0.855,4.26588805724362e-95,"7","CACYBP"
2.97668777274818e-99,0.495539209960764,0.993,0.99,5.71226383590375e-95,"7","HSPE1"
3.01663022197127e-99,0.917080922195187,0.822,0.708,5.78891339596287e-95,"7","DPY30"
4.8388557549527e-99,0.931664569570382,0.805,0.667,9.28576419375423e-95,"7","RAD51C"
1.60727212003257e-98,0.67402581311216,0.95,0.926,3.08435519834251e-94,"7","AKR1A1"
2.99903555271368e-98,1.25475013609084,0.674,0.477,5.75514922565755e-94,"7","ARL6IP6"
9.66637301813113e-98,0.399538852517134,0.997,0.996,1.85497698217936e-93,"7","ATP5J"
1.62496406660829e-97,0.452226484697555,0.991,0.985,3.1183060438213e-93,"7","BRK1"
7.17103582566131e-97,0.509736728114866,0.971,0.974,1.37612177494441e-92,"7","SNRPB"
1.18092696015161e-96,0.884062942042373,0.857,0.725,2.26619883653094e-92,"7","SQLE"
7.39241183150788e-96,0.56626635808813,0.977,0.954,1.41860383046636e-91,"7","MORF4L1"
7.53380607556881e-96,0.789012865252025,0.879,0.802,1.44573738590165e-91,"7","EEF1E1"
2.49016439362244e-95,0.627324216325759,0.937,0.932,4.77862547136146e-91,"7","POLR2I"
2.99769972768166e-95,0.625363355624591,0.931,0.923,5.75258577742111e-91,"7","PRDX3"
4.29383973050765e-95,0.408467128233113,1,0.998,8.23987844284418e-91,"7","UQCR10"
5.30334087925324e-95,1.33534174120924,0.612,0.377,1.0177111147287e-90,"7","UNG"
8.89425648985821e-95,1.20602927589361,0.647,0.442,1.70680782040379e-90,"7","IGHM"
1.10743892437025e-94,1.2493631148169,0.682,0.478,2.12517529586651e-90,"7","TRBC2"
3.13055274861973e-94,0.459453967139519,0.987,0.983,6.00753072460127e-90,"7","NDUFA13"
3.45420356620281e-94,0.791468869979415,0.837,0.75,6.6286166435432e-90,"7","ZNF511"
4.41527432790189e-94,0.624701862160871,0.925,0.896,8.47291143524373e-90,"7","CAMTA1"
4.91305184381285e-94,0.643924215055765,0.934,0.892,9.42814648827686e-90,"7","CISD2"
7.40073417535723e-94,0.469745818591515,0.996,0.997,1.42020088825105e-89,"7","SET"
1.04528497514914e-93,0.408213025739241,0.996,0.992,2.0059018673112e-89,"7","SRSF9"
1.61142190381285e-93,0.438844279225756,0.996,0.992,3.09231863341685e-89,"7","COX5A"
3.29058042316548e-93,0.386311965040791,0.998,0.996,6.31462383205456e-89,"7","COX5B"
1.28119367431742e-92,1.56142203518773,0.482,0.257,2.45861066101513e-88,"7","CDC45"
1.53619296500197e-92,1.7196589009366,0.43,0.216,2.94795429983878e-88,"7","MFGE8"
1.81210499256064e-92,0.422396027841214,0.992,0.994,3.47742948072386e-88,"7","COX6A1"
5.54987389584198e-92,0.623769109367789,0.978,0.961,1.06502080061208e-87,"7","HLA-C"
9.67402275397437e-92,0.638447194049942,0.92,0.875,1.85644496648768e-87,"7","UBE2I"
9.95756370737769e-92,0.601540478286133,0.949,0.93,1.91085647544578e-87,"7","HNRNPD"
2.06914902780502e-91,1.10224174492061,0.697,0.523,3.97069698435784e-87,"7","RNASEH2A"
2.29242901996791e-91,1.00070062119243,0.781,0.649,4.39917128931842e-87,"7","A1BG"
7.20790989423753e-91,0.757920138096451,0.869,0.78,1.38319790870418e-86,"7","THAP7"
1.06266037013314e-90,0.317658298264186,1,1,2.0392452502855e-86,"7","MT-CO2"
1.11183867423609e-90,0.279399661986279,1,1,2.13361841585905e-86,"7","MT-CO1"
1.37769590683589e-90,0.703526095156665,0.936,0.875,2.64379844521808e-86,"7","CDCA7"
6.1222556734287e-90,0.445522105823684,0.989,0.986,1.17486086373097e-85,"7","RHOA"
1.11418042963102e-89,0.658929212510983,0.921,0.886,2.13811224446193e-85,"7","C9orf142"
2.49787636354029e-89,0.908112102073446,0.796,0.669,4.79342474163382e-85,"7","PSMC3"
7.7943348927431e-89,0.903044922641228,0.808,0.693,1.4957328659174e-84,"7","RFC1"
1.41626676635689e-88,0.762169973603045,0.889,0.837,2.71781592463886e-84,"7","PNN"
2.89490395860752e-88,0.347971661996597,0.999,0.999,5.55532069656784e-84,"7","CHCHD2"
3.73799256522071e-88,0.668732976527381,0.904,0.873,7.17320773265854e-84,"7","DDX46"
4.14174476432809e-88,1.14998841915007,0.657,0.476,7.94800820274561e-84,"7","NCAPH2"
4.29823705343281e-88,0.440727600227243,0.986,0.985,8.24831690553756e-84,"7","MRPL57"
4.57721643288873e-88,1.07847084995583,0.718,0.546,8.78367833471348e-84,"7","ATAD2"
9.91873661145908e-88,0.32050198623996,0.999,0.999,1.903405555739e-83,"7","SRP14"
9.1404665266394e-87,0.802007081042691,0.834,0.735,1.7540555264621e-82,"7","VAMP2"
1.03331615585638e-86,0.521118471449829,0.995,0.981,1.9829337030884e-82,"7","TUBB"
1.38508802948426e-86,0.490186280899816,0.97,0.97,2.65798392858029e-82,"7","CUTA"
1.97054679029368e-86,0.614617280357089,0.957,0.935,3.78147929057358e-82,"7","PSMA4"
2.90294190875012e-86,0.488492538436486,0.976,0.974,5.57074552289147e-82,"7","YWHAE"
5.36055130243188e-86,0.812132651198878,0.848,0.767,1.02868979493668e-81,"7","GLO1"
5.39737954144251e-86,1.35521119019043,0.569,0.363,1.03575713400282e-81,"7","NUDT8"
6.40747769550969e-86,0.541235691788372,0.963,0.958,1.22959496976831e-81,"7","HNRNPA2B1"
7.17982801888282e-86,0.271046952276618,1,1,1.37780899682361e-81,"7","TMA7"
2.63565696941209e-85,1.02793010844214,0.767,0.594,5.05782572430181e-81,"7","CKB"
3.17243791191926e-85,1.22185862255461,0.637,0.455,6.08790835297306e-81,"7","ASF1B"
4.33965565868489e-85,1.18825617055394,0.634,0.445,8.3277992090163e-81,"7","TP53I13"
5.32066881692357e-85,0.547296105802944,0.945,0.938,1.02103634596763e-80,"7","RBM17"
8.36010247089798e-85,0.522340110944464,0.969,0.971,1.60430366416532e-80,"7","TAGLN2"
2.24019138581271e-84,0.91106259326423,0.765,0.663,4.29892726937459e-80,"7","SEPT11"
2.30641952059803e-84,0.695843921051388,0.896,0.853,4.42601906002762e-80,"7","DNMT1"
5.38752659368102e-84,0.450851528685659,0.991,0.985,1.03386635332739e-79,"7","DYNLL1"
6.03027414400494e-84,0.81925530498053,0.816,0.743,1.15720960823455e-79,"7","TM7SF3"
8.37517879513288e-84,0.54923362458063,0.94,0.926,1.607196810786e-79,"7","PARP1"
1.04947057946229e-83,0.401501755639556,0.997,0.993,2.01393404198814e-79,"7","UBE2D3"
1.61578638312963e-83,0.594064759610695,0.96,0.92,3.10069406922576e-79,"7","LYPLA1"
3.9941016004508e-83,1.28365500785597,0.592,0.396,7.66468097126509e-79,"7","KLHL23"
7.64421817675476e-83,0.693298591225041,0.897,0.853,1.46692546811924e-78,"7","TCP1"
8.28519709174185e-83,0.916263216620511,0.784,0.658,1.58992932190526e-78,"7","MARCKSL1"
1.16392290675464e-82,0.686465978485879,0.901,0.861,2.23356805806216e-78,"7","STRA13"
1.91628782648887e-82,0.511765098523724,0.958,0.958,3.67735633903214e-78,"7","NDUFS8"
2.29165143782776e-82,1.33656010118265,0.567,0.37,4.39767910919147e-78,"7","BTG3"
3.09813483514972e-82,0.847620120720864,0.806,0.709,5.94532074865231e-78,"7","PRKRA"
1.28332448503437e-81,0.441926408504487,0.99,0.985,2.46269968678095e-77,"7","ATP5G1"
3.13621917204597e-81,0.642546451631577,0.905,0.864,6.01840459115621e-77,"7","MRPL37"
4.52973183934744e-81,1.33886601589451,0.529,0.313,8.69255539970774e-77,"7","E2F1"
4.64267803299277e-81,0.435390960754719,0.987,0.984,8.90929914531312e-77,"7","NDUFB11"
6.51831847070726e-81,0.524064430196455,0.952,0.934,1.25086531452872e-76,"7","TCEB1"
8.28352416678576e-81,0.751639880361593,0.872,0.825,1.58960828760619e-76,"7","ADRM1"
9.90876236493233e-81,0.687128105756598,0.883,0.866,1.90149149783052e-76,"7","CSNK2B"
1.48650795595774e-80,0.542547115039669,0.925,0.927,2.8526087674829e-76,"7","RALY"
1.71843002243074e-80,0.402424197688133,0.996,0.993,3.29766721304459e-76,"7","NHP2"
2.25170150276964e-80,0.497968711704504,0.969,0.964,4.32101518381494e-76,"7","RBM39"
6.07718251159561e-80,0.45412605713013,0.982,0.98,1.1662113239752e-75,"7","EIF2S2"
7.15030243041044e-80,2.04433524408016,0.337,0.153,1.37214303639576e-75,"7","AC002454.1"
1.04447142342634e-79,0.809817169915208,0.835,0.764,2.00434066155515e-75,"7","C14orf1"
1.60998705094483e-79,0.579135197318366,0.941,0.917,3.08956515076313e-75,"7","UBE2N"
2.31554483063152e-79,1.02558034550132,0.765,0.614,4.44353052998189e-75,"7","HOPX"
3.32634516302705e-79,0.840202087493094,0.784,0.669,6.38325636784891e-75,"7","DRG1"
4.84848724464184e-79,0.442481582701388,0.998,0.993,9.30424702246768e-75,"7","HMGA1"
5.62843652920213e-79,0.337378258580104,0.999,1,1.08009696995389e-74,"7","HMGN2"
6.4499176654114e-79,1.16446207549888,0.614,0.416,1.23773919999245e-74,"7","GINS2"
7.08115419324737e-79,0.470367527204782,0.977,0.972,1.35887348968417e-74,"7","PDCD5"
8.00266091599221e-79,0.556923153461718,0.939,0.913,1.5357106297789e-74,"7","MRPL18"
1.43939237661106e-78,0.734962244401684,0.857,0.785,2.76219397071662e-74,"7","C22orf39"
1.46669400574905e-78,0.67601772351314,0.862,0.824,2.81458579703243e-74,"7","NDUFS3"
3.17734393124338e-78,0.809020510159903,0.787,0.68,6.09732300405604e-74,"7","CDCA4"
5.23865304616725e-78,0.662089010335405,0.881,0.835,1.00529751955949e-73,"7","MEAF6"
5.55889422828388e-78,0.822273991347876,0.795,0.711,1.06675180240768e-73,"7","UFD1L"
1.33857356004275e-77,0.593460367937427,0.904,0.87,2.56872266172204e-73,"7","ELAVL1"
1.5479398444758e-77,0.49178373639061,0.953,0.964,2.97049656154907e-73,"7","NENF"
1.86736923910436e-77,0.854637979786574,0.821,0.739,3.58348156984127e-73,"7","FDFT1"
3.592590939551e-77,0.732514878208811,0.84,0.756,6.89418201299836e-73,"7","SMC2"
1.27875099344284e-76,0.932581329325808,0.732,0.596,2.4539231564168e-72,"7","NFATC2IP"
1.43646951030724e-76,0.415865152144508,0.991,0.99,2.75658499027959e-72,"7","DDT"
1.64026653194407e-76,0.469903686738815,0.982,0.974,3.14767147480067e-72,"7","ATP6V1G1"
2.77123456141427e-76,0.801337782988129,0.807,0.712,5.31799912335398e-72,"7","TMX1"
6.06201942888564e-76,0.46862277655965,1,0.998,1.16330152840315e-71,"7","ALDOA"
6.90992141142575e-76,0.364194624827168,0.995,0.996,1.3260139188526e-71,"7","RAN"
8.42222872268866e-76,0.3101155031525,0.998,1,1.61622569188395e-71,"7","MT-CO3"
3.41942059639882e-75,0.871827965040636,0.769,0.689,6.56186812448933e-71,"7","RBBP7"
3.48674172359826e-75,0.489109656341246,0.972,0.964,6.69105736758506e-71,"7","HNRNPDL"
3.91098760414238e-75,0.568780158364818,0.933,0.91,7.50518521234923e-71,"7","NOP56"
6.30981552953745e-75,0.989930980305716,0.713,0.577,1.21085360011824e-70,"7","CENPH"
6.4624771009015e-75,0.47952885725046,0.97,0.956,1.240149355663e-70,"7","KPNB1"
1.49001365569345e-74,1.42893785361265,0.46,0.257,2.85933620527572e-70,"7","BEX2"
1.54076931431109e-74,0.463862539097731,0.977,0.965,2.95673631416299e-70,"7","PCBP1"
1.57629133432736e-74,0.712501835397665,0.894,0.839,3.0249030705742e-70,"7","SEPT6"
2.96903378702682e-74,0.585440073459151,0.933,0.9,5.69757583730446e-70,"7","YWHAH"
1.18899917004658e-73,0.712355442700842,0.884,0.839,2.28168940731939e-69,"7","SEPW1"
1.18908012518357e-73,0.74044946401481,0.835,0.761,2.28184476022726e-69,"7","CLN6"
1.20790467100789e-73,0.691312457900674,0.862,0.81,2.31796906366414e-69,"7","LAPTM4B"
2.3821576526063e-73,1.18125344022975,0.584,0.41,4.57136053535149e-69,"7","ACYP1"
3.87768247865292e-73,0.782254711924103,0.792,0.69,7.44127267653496e-69,"7","VBP1"
4.08973714837122e-73,0.426702325500809,0.975,0.98,7.84820558772438e-69,"7","SUMO3"
8.5691654816453e-73,1.10457853515663,0.731,0.577,1.64442285592773e-68,"7","MDK"
9.74700242858084e-73,0.449295401728881,0.985,0.942,1.87044976604466e-68,"7","CKS1B"
1.38213250391927e-72,0.718830880471409,0.841,0.783,2.65231227502108e-68,"7","PAICS"
1.41957360653228e-72,1.39276389204381,0.536,0.349,2.72416175093545e-68,"7","SPNS3"
5.28008195104299e-72,0.559209108142278,0.946,0.917,1.01324772640515e-67,"7","PDIA6"
5.53676466547412e-72,0.730101085364641,0.857,0.793,1.06250513930448e-67,"7","PRKDC"
6.04889156267846e-72,0.514875014740305,0.959,0.936,1.160782290878e-67,"7","PHB"
1.04915453700118e-71,0.688564927520222,0.844,0.775,2.01332755650527e-67,"7","XRCC5"
2.09273261897069e-71,0.621155903787989,0.897,0.856,4.01595389580475e-67,"7","UBXN4"
3.06601955069006e-71,0.580710471678404,0.914,0.89,5.88369151777422e-67,"7","LUC7L3"
6.13853613156211e-71,0.608479057585506,0.909,0.873,1.17798508364677e-66,"7","FAM49B"
7.68681805212348e-71,0.936890670761744,0.723,0.609,1.4751003842025e-66,"7","TSEN34"
8.62021128526767e-71,0.655928322227387,0.91,0.871,1.65421854564287e-66,"7","TAOK3"
1.36987812052871e-70,0.711113158438576,0.825,0.768,2.62879611329459e-66,"7","NDUFA8"
1.62758436811369e-70,0.35480959248058,1,1,3.12333440241016e-66,"7","FTH1"
1.68521608888045e-70,1.18079574792345,0.578,0.394,3.23392967456159e-66,"7","FHL2"
2.75545619208734e-70,0.555184901006404,0.907,0.894,5.2877204326156e-66,"7","SRRM2"
3.84855291106058e-70,0.915337021078146,0.718,0.605,7.38537303632526e-66,"7","THYN1"
4.96137486495052e-70,0.584882071894352,0.908,0.873,9.52087836584004e-66,"7","CNOT7"
1.09408356350939e-69,0.552479459500084,0.915,0.878,2.09954635837451e-65,"7","RHEB"
1.30527440099362e-69,0.452116557764595,0.986,0.978,2.50482157550676e-65,"7","C17orf89"
1.39552703088453e-69,0.432795402862203,0.987,0.982,2.67801637226741e-65,"7","STOML2"
1.43124350883932e-69,0.677122296123926,0.853,0.807,2.74655629346266e-65,"7","SNRPA1"
1.93171000680221e-69,0.696860368225503,0.869,0.791,3.70695150305344e-65,"7","KNOP1"
2.01843845235488e-69,1.26608583858946,0.666,0.519,3.87338339006902e-65,"7","DLK1"
2.11947308988973e-69,1.20254180279139,0.548,0.36,4.0672688594984e-65,"7","TCF19"
2.36309090246144e-69,1.03695081701349,0.774,0.656,4.5347714418235e-65,"7","NFKBIA"
3.56555386038888e-69,0.429522623343102,0.993,0.983,6.84229785808627e-65,"7","ARHGDIB"
4.53034099525531e-69,0.287991834098626,1,1,8.69372436989494e-65,"7","COX7A2"
5.80454576577791e-69,0.857158549155855,0.756,0.62,1.11389233245278e-64,"7","MEF2C"
6.47790807209527e-69,0.656114079259584,0.868,0.829,1.24311055903508e-64,"7","PSMB2"
8.41290088707771e-69,0.929148019801939,0.707,0.573,1.61443568023021e-64,"7","PSMB9"
1.00211763425306e-68,0.739674319658378,0.808,0.744,1.92306374013162e-64,"7","SRSF4"
2.10728303493259e-68,0.749158428398804,0.808,0.729,4.04387614403563e-64,"7","HPRT1"
2.38024001847154e-68,0.655551238320566,0.897,0.863,4.56768059544689e-64,"7","HDAC2"
2.78242282155625e-68,0.918189497843209,0.739,0.614,5.33946939456644e-64,"7","GAMT"
3.42906727293208e-68,0.549127283747757,0.95,0.925,6.58038009675666e-64,"7","PSMB1"
4.193612053521e-68,0.566745957614773,0.924,0.891,8.0475415307068e-64,"7","SRSF11"
4.81296280723421e-68,0.62723128659802,0.891,0.857,9.23607562708245e-64,"7","TEX30"
5.02263613669952e-68,0.767093900764925,0.819,0.743,9.63843874632638e-64,"7","GGH"
5.62544348960189e-68,1.53270725062183,0.376,0.189,1.0795226056546e-63,"7","DMC1"
5.85028773779832e-68,0.421905578220662,0.978,0.978,1.1226702168835e-63,"7","ATPIF1"
6.25969782275763e-68,0.616110982600091,0.901,0.87,1.20123601218719e-63,"7","NDUFA6"
7.61695179602938e-68,0.863535765170688,0.748,0.651,1.46169304965804e-63,"7","PPM1F"
9.61262358174998e-68,1.45322001275187,0.461,0.281,1.84466246533782e-63,"7","ARHGAP22"
1.38304626476872e-67,0.683870660184461,0.875,0.837,2.65406578209118e-63,"7","CCT4"
1.89972092778984e-67,0.823826233120904,0.763,0.679,3.6455644604287e-63,"7","MAPK1"
1.93718077046007e-67,0.403522947346346,0.979,0.979,3.71744989851288e-63,"7","NDUFB7"
2.0290881263527e-67,0.845086246807396,0.752,0.637,3.89382011447083e-63,"7","TSTD1"
2.75559049072985e-67,1.39705390414155,0.422,0.233,5.28797815171059e-63,"7","DONSON"
4.54734020460441e-67,0.540431652357705,0.925,0.914,8.72634585263585e-63,"7","IER3IP1"
7.67740029281878e-67,0.561968763301306,0.944,0.947,1.47329311619192e-62,"7","LDHA"
8.53481528492294e-67,0.452586356524895,0.982,0.974,1.63783105317671e-62,"7","NME1"
9.17527644696975e-67,1.25696157841705,0.5,0.316,1.76073555017349e-62,"7","SPC25"
1.22292560845633e-66,0.76909092997622,0.79,0.719,2.3467942426277e-62,"7","MED4"
1.25313154726879e-66,1.07679081130811,0.587,0.408,2.4047594392088e-62,"7","WBP5"
1.53529460651834e-66,1.15065145787645,0.562,0.375,2.94623034990869e-62,"7","UHRF1"
1.94590820687697e-66,0.559292312420552,0.939,0.917,3.73419784899691e-62,"7","DGCR6L"
2.22538801902432e-66,0.778670122018502,0.781,0.706,4.27051960850768e-62,"7","TECR"
2.48155126363401e-66,0.394388271326926,0.998,1,4.76209687491366e-62,"7","ACTB"
2.90769018891831e-66,0.679865951154454,0.836,0.785,5.57985747253423e-62,"7","ITGB1BP1"
5.04121417976395e-66,0.273161001050066,1,0.999,9.67409001096703e-62,"7","HINT1"
1.24677887479073e-65,0.758533619987192,0.823,0.767,2.39256866072341e-61,"7","IDI1"
1.95307513436683e-65,0.467469450738304,0.985,0.981,3.74795118284994e-61,"7","EGFL7"
3.20831914488451e-65,1.60431524811253,0.36,0.181,6.15676443903337e-61,"7","KCNMB1"
3.23054591084333e-65,0.814073956385486,0.745,0.675,6.19941760290834e-61,"7","ALYREF"
1.12555232235649e-64,0.525250779704095,0.933,0.937,2.15993490660211e-60,"7","VDAC2"
1.58041455726949e-64,0.664733399981234,0.837,0.766,3.03281553540015e-60,"7","FDX1"
1.70767701220709e-64,0.521525527465234,0.943,0.936,3.2770321864254e-60,"7","POLR2F"
2.29476883672485e-64,1.07411528128439,0.612,0.466,4.40366139767499e-60,"7","RP11-660L16.2"
2.38955120644335e-64,0.659499622836096,0.843,0.816,4.58554876516479e-60,"7","SSB"
3.0889202183406e-64,0.568602227307158,0.916,0.886,5.92763789899562e-60,"7","ITM2B"
4.55149249205971e-64,0.86514021345934,0.711,0.586,8.73431409226259e-60,"7","RPA3"
5.80019753805945e-64,0.508346500045204,0.952,0.931,1.11305790755361e-59,"7","SPINT2"
8.01814129033874e-64,0.67167411152186,0.86,0.803,1.538681313616e-59,"7","DUSP23"
8.93300944534791e-64,0.502999243032504,0.953,0.946,1.71424451256226e-59,"7","HNRNPF"
9.58353142547001e-64,0.939241373500169,0.685,0.561,1.8390796805477e-59,"7","MCM3"
1.93040631515078e-63,0.624871092855075,0.878,0.844,3.70444971877434e-59,"7","CLTB"
3.09206681379571e-63,1.00082694887148,0.617,0.453,5.93367621567397e-59,"7","CHAF1A"
3.50552539104285e-63,0.68058541150102,0.829,0.785,6.72710322541123e-59,"7","DENR"
5.31189153072551e-63,0.84202955682877,0.744,0.644,1.01935198474623e-58,"7","GGCT"
6.50320761581715e-63,0.843281294211369,0.739,0.625,1.24796554147531e-58,"7","LYSMD2"
7.37371049483486e-63,0.573968750795348,0.904,0.861,1.41501504395881e-58,"7","MAGOH"
7.61196913285948e-63,0.600075234568843,0.96,0.942,1.46073687659573e-58,"7","ZFP36L2"
8.63733940607973e-63,0.54610133135737,0.904,0.87,1.6575054320267e-58,"7","UBE2D2"
1.03862519585446e-62,1.04225447770271,0.609,0.448,1.99312175084471e-58,"7","TCEAL3"
2.30958752378763e-62,1.0235620468435,0.625,0.483,4.43209845814846e-58,"7","TUBG1"
2.94019508418181e-62,0.543364549381068,0.904,0.885,5.6422343665449e-58,"7","ATRAID"
3.32650201670492e-62,0.559899750682112,0.915,0.887,6.38355737005674e-58,"7","PSMD8"
3.90282654397586e-62,0.543914332447459,0.911,0.897,7.48952413788967e-58,"7","MTCH2"
4.45197339814921e-62,0.726333774715926,0.813,0.756,8.54333695104833e-58,"7","UBA2"
5.45986089061674e-62,0.62231555350065,0.853,0.793,1.04774730490935e-57,"7","CENPW"
5.56856719974798e-62,0.485162492848919,0.932,0.925,1.06860804563164e-57,"7","EMC6"
7.27972741892428e-62,0.628842286209403,0.863,0.82,1.39697969169157e-57,"7","TPRKB"
7.87753680375484e-62,0.593160895736988,0.9,0.864,1.51169931264055e-57,"7","MTHFD2L"
9.26377060527495e-62,0.340356467890109,0.982,0.988,1.77771757915226e-57,"7","C19orf43"
9.37910606248253e-62,1.55156998157832,0.343,0.171,1.7998504533904e-57,"7","CCNE2"
1.06990395976812e-61,0.492030188684385,0.982,0.977,2.05314569879502e-57,"7","XBP1"
1.47573309948763e-61,1.03699347198104,0.701,0.561,2.83193181791677e-57,"7","HLA-DQB1"
1.49697875765362e-61,0.475106140181807,0.941,0.936,2.8727022359373e-57,"7","ELP5"
1.55942887482441e-61,0.731272143061977,0.807,0.743,2.99254401078805e-57,"7","RNF138"
1.58289910088768e-61,0.601852480630749,0.876,0.843,3.03758337460346e-57,"7","SMARCB1"
4.69575481643571e-61,0.709324707334729,0.791,0.73,9.01115349274012e-57,"7","ZSWIM7"
5.04415233134952e-61,0.817026477723602,0.728,0.632,9.67972832385973e-57,"7","ILF3-AS1"
5.46375797242282e-61,0.689755142353923,0.808,0.755,1.04849515490794e-56,"7","EBP"
7.60008547879534e-61,0.547899952611183,0.925,0.905,1.45845640338083e-56,"7","ATP5C1"
8.05372042947284e-61,0.414823864565298,0.977,0.973,1.54550895041584e-56,"7","TRMT112"
8.36953154229451e-61,0.756362283607664,0.776,0.699,1.60611310296632e-56,"7","METTL5"
9.06658066492048e-61,0.64277435643681,0.862,0.815,1.73987682959824e-56,"7","ZNF428"
9.46232747477321e-61,1.14823926710263,0.552,0.394,1.81582064240898e-56,"7","LMF2"
1.12035317642497e-60,0.975214157092782,0.671,0.542,2.14995774555951e-56,"7","ACADM"
2.14811335792281e-60,0.637523507317583,0.872,0.838,4.12222953385387e-56,"7","EID1"
2.49542998765279e-60,0.650909680115693,0.819,0.765,4.78873014630571e-56,"7","CUEDC2"
3.01737164799972e-60,0.498148218898875,0.922,0.912,5.79033619251146e-56,"7","POLR2K"
3.3198700190626e-60,0.563968467570823,0.895,0.861,6.37083056658112e-56,"7","NXT1"
4.34663214694144e-60,0.979707108523465,0.692,0.592,8.34118708998062e-56,"7","CDK6"
5.23295111650678e-60,1.33680909043703,0.443,0.27,1.00420331925765e-55,"7","RFC5"
6.29468661159579e-60,0.674204379931577,0.811,0.758,1.20795036076523e-55,"7","ARPP19"
8.52446716692179e-60,0.411806591650359,0.973,0.968,1.63584524933229e-55,"7","NUCKS1"
1.10262423121676e-59,1.34325708689678,0.451,0.281,2.11593589970497e-55,"7","CDC6"
1.11200313186729e-59,0.765490904453628,0.754,0.681,2.13393401005332e-55,"7","PAFAH1B3"
1.22451387183668e-59,0.815292792178904,0.732,0.645,2.34984212005458e-55,"7","CEP57"
1.25952829010996e-59,0.613083262403504,0.904,0.855,2.41703478872102e-55,"7","PNISR"
1.41898902627054e-59,0.589796216015487,0.873,0.85,2.72303994141317e-55,"7","SMS"
2.45090070935618e-59,0.576866027129094,0.887,0.856,4.7032784612545e-55,"7","BOLA3"
2.50129639002696e-59,0.590965007292414,0.856,0.826,4.79998777246173e-55,"7","KLHDC3"
2.52011181568202e-59,0.7570248733574,0.759,0.675,4.8360945742938e-55,"7","MRPS6"
3.30184004482526e-59,0.814126862606698,0.722,0.614,6.33623104601968e-55,"7","DYNLT1"
4.55070003873467e-59,0.435556624833058,0.971,0.97,8.73279337433183e-55,"7","LSM2"
1.09574267892499e-58,0.367597172356394,0.97,0.978,2.10273020085706e-54,"7","MRPL51"
1.17022567965315e-58,0.463398195915675,0.936,0.918,2.2456630792544e-54,"7","RAB5C"
1.43351387080034e-58,0.408177718785173,0.977,0.976,2.75091311806586e-54,"7","EIF5B"
2.01893300426574e-58,0.515817153082903,0.899,0.879,3.87433243518595e-54,"7","TMEM50A"
2.34082275302611e-58,0.392223520414346,0.99,0.991,4.4920388630571e-54,"7","SERBP1"
2.45530100777768e-58,0.556126117081267,0.897,0.883,4.71172263392536e-54,"7","SRSF5"
7.51502752963242e-58,0.725078134276487,0.771,0.687,1.44213378293646e-53,"7","CCDC167"
