"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.49079064913102e-107,0.36658667229028,0.945,0.894,2.86082725568243e-103,"APRT"
5.46328414558273e-107,0.347974227235124,0.95,0.905,1.04840422753733e-102,"MRPS12"
7.40660629056041e-107,-1.44159189577896,0.11,0.248,1.42132774715854e-102,"GPR84"
8.039725289391e-107,0.597687260966535,0.954,0.906,1.54282328303413e-102,"SRGN"
9.48403400398297e-107,-1.25895795720171,0.146,0.293,1.81998612536433e-102,"LRRC8C"
2.4756425005665e-106,1.17219821357321,0.303,0.142,4.75075795858712e-102,"DNLZ"
5.2489582021339e-106,0.622539719378398,0.809,0.704,1.0072750789895e-101,"RPL22L1"
5.70145366358633e-106,-1.03268192331455,0.222,0.379,1.09410895804222e-101,"SSBP2"
7.54772714517142e-106,-0.856982106551933,0.324,0.482,1.4484088391584e-101,"FOXN3"
3.10247308054954e-105,0.298251390586946,0.982,0.958,5.95364584157458e-101,"UQCRQ"
5.18003264167869e-104,0.29819120428787,0.976,0.959,9.94048263938141e-100,"SPCS1"
6.11035228059066e-103,0.405949223597554,0.896,0.815,1.17257660264535e-98,"LSM10"
1.1298279612054e-102,0.328563844747915,0.954,0.918,2.16813985755317e-98,"ELP5"
3.34613089872465e-102,0.405424488433718,0.893,0.805,6.42122519465261e-98,"MRPL55"
7.83260475969404e-102,-1.60592720987603,0.076,0.196,1.50307685338529e-97,"ZFHX3"
1.39259963266865e-101,-0.294591498788138,0.973,0.987,2.67239869509114e-97,"TPM4"
1.5814286700222e-101,-0.804372650562059,0.396,0.545,3.03476161777261e-97,"MSI2"
1.06895038056353e-100,-0.317485604466454,0.924,0.957,2.05131578030141e-96,"PLP2"
2.2341056965023e-100,-1.12754292167223,0.166,0.312,4.28724883158792e-96,"HOOK3"
2.27851220727221e-100,-0.826177159979105,0.468,0.6,4.37246492575538e-96,"DLK1"
1.86301279598952e-99,-0.677334344292705,0.299,0.465,3.57512155550389e-95,"DDIT4"
1.92207814490735e-99,0.344594007323689,0.956,0.918,3.68846796007721e-95,"ZC3H15"
6.50120911699773e-99,0.362306109097997,0.933,0.879,1.24758202955186e-94,"C19orf24"
9.93190096852227e-99,0.27669695772892,0.984,0.967,1.90593179585942e-94,"NDUFS6"
3.48587069996349e-98,-0.77725530573965,0.358,0.509,6.68938587322995e-94,"RNF213"
2.13501475270837e-97,1.0467751579275,0.388,0.227,4.09709331044737e-93,"TSLP"
7.11816599134271e-97,0.259961590117215,0.985,0.972,1.36597605373867e-92,"MRPL51"
4.94097910612267e-96,-0.51541796948687,0.654,0.759,9.48173890464941e-92,"LAIR1"
8.41699939399529e-96,-1.09197605664849,0.189,0.334,1.6152221837077e-91,"OPTN"
1.40571152237938e-94,0.277235526486686,0.994,0.991,2.69756041144604e-90,"HSPE1"
3.8479232946325e-94,-0.576208958346481,0.545,0.676,7.38416480239977e-90,"LPXN"
2.83935863915397e-93,-0.807856978749061,0.313,0.463,5.44872922853646e-89,"TUBB6"
2.94536352478249e-93,0.279495003107279,0.984,0.973,5.65215260405761e-89,"NME1"
8.27138356492044e-93,-1.53018878856161,0.079,0.195,1.58727850610823e-88,"ST3GAL5"
8.91764901234271e-93,0.390816705372364,0.921,0.869,1.71129684546857e-88,"MRPL41"
1.9033571133591e-91,-0.578686487331656,0.574,0.693,3.65254230053612e-87,"TAPBP"
2.32543767287534e-91,0.326440461497393,0.936,0.886,4.46251489424777e-87,"MRPS16"
1.0121444381011e-90,0.374101310541113,0.903,0.837,1.942305176716e-86,"SFT2D1"
1.06633118363461e-90,0.510283571416778,0.763,0.65,2.04628954139482e-86,"VAT1"
1.11903470363972e-90,0.323039326435752,0.96,0.931,2.14742759628463e-86,"RPS19BP1"
1.31011770405054e-90,0.436194908649775,0.853,0.77,2.51411587407299e-86,"RASGRP2"
5.17948137502827e-90,0.306570335854977,0.953,0.923,9.93942475867926e-86,"NDUFC1"
8.0854322389544e-90,0.302421644166437,0.97,0.946,1.55159444665535e-85,"EIF3J"
1.15829861763796e-89,-0.344013370680531,0.89,0.935,2.22277504724724e-85,"PSME1"
1.38566334248823e-89,0.340600420237425,0.949,0.919,2.65908795423491e-85,"C9orf78"
1.52878969293794e-89,-0.383488424049114,0.852,0.914,2.9337474207479e-85,"CDCA7"
1.74942065392937e-89,0.949236316641926,0.337,0.18,3.35713823489045e-85,"PRICKLE4"
2.81208651683187e-89,-0.604911871926184,0.591,0.692,5.39639402580036e-85,"POLR2J3"
4.4316145698731e-89,-0.719255578316355,0.402,0.541,8.50426835958647e-85,"SHKBP1"
2.4320774966954e-88,-1.62209735612763,0.074,0.184,4.66715671615847e-84,"RCBTB2"
3.18754220286869e-88,-0.323258355304361,0.904,0.925,6.11689348730502e-84,"SEC11A"
2.64714162493586e-87,-0.264796146835659,0.96,0.977,5.07986477825192e-83,"H2AFY"
2.71147084262191e-87,0.351406657562892,0.937,0.893,5.20331254699145e-83,"PFDN2"
3.39075325935629e-87,0.272720480685828,0.987,0.981,6.50685550470473e-83,"STOML2"
5.19175970004504e-87,-0.469532835269946,0.629,0.746,9.96298686438643e-83,"SNCA"
6.21352345270243e-87,-0.528884688060097,0.608,0.713,1.1923751505736e-82,"FOXP1"
1.1608336491179e-86,-1.20694885405423,0.132,0.259,2.22763977265726e-82,"SERPINB8"
1.28086482402825e-86,0.813892929123158,0.432,0.27,2.45797959731022e-82,"PSMB10"
2.59346049293921e-86,0.293556505518028,0.989,0.981,4.97685068595035e-82,"LYL1"
3.81580114026211e-86,-0.682516928262841,0.352,0.499,7.32252238816299e-82,"CTSB"
4.12263169673932e-86,-1.04398958996728,0.211,0.345,7.91133022604275e-82,"TIGAR"
6.17654224392101e-86,0.340565165156647,0.92,0.875,1.18527845660844e-81,"SRRM2"
1.40034320353875e-85,0.289929860921733,0.956,0.929,2.68725860759086e-81,"GLRX5"
3.18690699921189e-85,0.358822629002534,0.914,0.866,6.11567453148761e-81,"NDUFB10"
3.68051116958585e-85,0.954586862147729,0.332,0.182,7.06290093443525e-81,"NMB"
5.40657851936946e-85,0.279809184944878,0.968,0.949,1.037522417867e-80,"NDUFS8"
4.45396322739151e-84,-0.425730453681096,0.702,0.791,8.5471554333643e-80,"PTPMT1"
5.6080040544264e-84,-0.810292351709879,0.355,0.493,1.07617597804443e-79,"EIF5AL1"
8.78120891993235e-84,-0.591600571029941,0.559,0.668,1.68511399173502e-79,"CSRP1"
1.87415249641502e-83,-0.324028541841383,0.907,0.941,3.59649864062043e-79,"CAPZB"
1.89009853326908e-83,-0.539923799028382,0.191,0.333,3.62709908534336e-79,"CXCL8"
2.46458532571608e-83,-0.358059073860804,0.885,0.924,4.72953924004915e-79,"CD82"
2.60189291816559e-83,0.284327670964085,0.965,0.94,4.99303250995976e-79,"MRPL20"
2.86537942830141e-83,-0.489684289067256,0.649,0.744,5.49866312291041e-79,"CHST11"
5.34382018537164e-83,1.02906860136377,0.282,0.142,1.02547909357282e-78,"TLCD1"
4.07808794805227e-82,-0.870659030695142,0.241,0.379,7.8258507723123e-78,"ITGA6"
1.11956674581075e-81,1.28185572652028,0.205,0.084,2.14844858521083e-77,"HMGN4"
5.76659650009929e-81,-0.382220129371929,0.809,0.873,1.10660986836905e-76,"GNA15"
1.18848623911305e-80,0.302152917399574,0.946,0.903,2.28070509285794e-76,"FAM96A"
5.48937518481096e-80,-0.504998538124181,0.592,0.699,1.05341109796522e-75,"QARS"
7.36987764577698e-80,-0.482721959693619,0.633,0.731,1.4142795202246e-75,"ETS2"
8.42416845037224e-80,0.89229246421019,0.362,0.214,1.61659792562643e-75,"BZRAP1"
9.88052632901749e-80,-0.29076970031699,0.938,0.95,1.89607300253846e-75,"EIF3H"
1.06610845031704e-79,-1.47758480483829,0.063,0.163,2.04586211615841e-75,"USP53"
3.78323896736445e-79,-0.9473487027664,0.245,0.376,7.26003557837238e-75,"TCF4"
1.56849034059997e-78,-1.42078873614876,0.06,0.157,3.00993296361134e-74,"PITPNC1"
2.32934387474296e-78,-0.653500945555541,0.427,0.556,4.47001089563174e-74,"SEPT9"
7.47567271073929e-78,-1.24183426609717,0.092,0.202,1.43458159319087e-73,"PRDM16"
8.18728610225135e-78,-0.420061083852328,0.473,0.617,1.57114020302203e-73,"S100A4"
1.01224700413252e-77,2.49629586642522,0.157,0.056,1.94250200093031e-73,"LAT"
1.04283824769563e-77,0.368858106209525,0.894,0.818,2.00120659732792e-73,"STRA13"
1.99172911993212e-77,0.388292051015577,0.852,0.765,3.82212818114973e-73,"DCUN1D5"
2.61842536546071e-77,0.317105978701129,0.92,0.864,5.02475827631911e-73,"SS18L2"
3.05251683102932e-77,-0.582919300967368,0.481,0.618,5.85777979874526e-73,"HELLS"
3.53394027053736e-77,-2.24225544082888,0.026,0.1,6.78163137916119e-73,"GPR146"
4.90520137186262e-77,0.516054185907551,0.652,0.499,9.41308143260437e-73,"DPH3"
4.91127953831337e-77,-0.283432926590035,0.926,0.958,9.42474543402335e-73,"HNRNPA0"
